smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id,molecule_chembl_id,Scores_Ledock,Scores_Vina,Scores_MOE
Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1,O=C(Nc1ccccc1)c1ccc(Nc2ccnc3ccccc23)cc1,27900,nM,4.554395797,4.81,4,3,354.41,0,80.04,27,CHEMBL3124813,CHEMBL3126653,-8.88,-10.159,-7.9712296
Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O,O=C(CN1CC(c2nc(-c3ccccc3)no2)C(=O)c2cccnc21)Nc1ccc2c(c1)OCO2,28500,nM,4.54515514,3.73,9,1,501.47,1,119.68,37,CHEMBL4602737,CHEMBL4649221,-8.29,-11.549,-9.1117163
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccccc2)coc2ccccc12,30000,nM,4.522878745,2.58,5,3,270.24,0,90.9,20,CHEMBL3414469,CHEMBL44,-5.9,-8.075,-5.9906259
O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,O=C(Nc1ccc(Nc2ccnc3ccccc23)cc1)c1ccc(Nc2ccnc3ccccc23)cc1,33000,nM,4.48148606,7.52,5,3,481.56,1,78.94,37,CHEMBL3124813,CHEMBL3126651,-7.46,-10.36,-8.0467176
Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1,O=C(Nc1ccccc1Nc1ccncn1)c1ccc(Nc2ccnc3ccccc23)cc1,35000,nM,4.455931956,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,CHEMBL3126644,-10.28,-11.932,-8.983551
Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1,O=C(Nc1cccc(Nc2ccncn2)c1)c1ccccc1Nc1ccnc2ccccc12,38600,nM,4.413412695,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,CHEMBL3126649,-11.82,-12.313,-9.095645
O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccc(SNCCc2c[nH]c3ccccc23)cc1,40000,nM,4.397940009,3.28,7,3,402.39,0,151.4,28,CHEMBL3108732,CHEMBL3109085,-9.08,-8.381,-7.8011346
Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1cnc2c(c1)ncn2[C@H]1CCCO1,45000,nM,4.346787486,-0.83,10,5,383.43,0,169.74,26,CHEMBL1151871,CHEMBL563946,-9.53,-8.658,-8.8376913
Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,c1cc2c(cn1)ncn2[C@H]1CCCO1,45000,nM,4.346787486,-0.83,10,5,383.43,0,169.74,26,CHEMBL1151871,CHEMBL561047,-9.24,-8.901,-9.2109814
O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1CCc1c[nH]c2ccccc12,50000,nM,4.301029996,2.46,3,2,334.33,0,90.47,25,CHEMBL1147744,CHEMBL383475,-6.12,-9.012,-7.0099325
O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1,O=C(c1ccc2ccccc2c1)N1CC[C@H](Cc2c[nH]c3ccccc23)C1,50000,nM,4.301029996,4.48,2,2,398.46,0,73.4,30,CHEMBL3108732,CHEMBL3109076,-7.08,-10.83,-8.2191315
Cc1cc(Nc2cccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)c2)nc(N)n1,O=C(Nc1cccc(Nc2ccncn2)c1)c1ccc(Nc2ccnc3ccccc23)cc1,52000,nM,4.283996656,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,CHEMBL2385821,-9.6,-11.017,-8.6496754
Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4cc(C)nc(N)n4)cc3)cc2)nc(N)n1,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccc(Nc2ccncn2)cc1,68000,nM,4.167491087,3.79,9,5,441.5,0,156.76,33,CHEMBL3124813,CHEMBL3126652,-8.72,-10.547,-8.5548105
O=C(O)[C@H]1[C@@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1,O=C(c1ccccc1)N1CC[C@H](Cc2c[nH]c3ccccc23)C1,73000,nM,4.13667714,3.33,2,2,348.4,0,73.4,26,CHEMBL3108732,CHEMBL3109078,-6.06,-8.866,-7.3071599
O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],c1ccc(SN2CC[C@@H](Cc3c[nH]c4ccccc34)C2)cc1,80000,nM,4.096910013,4.01,7,2,442.45,0,142.61,31,CHEMBL3108732,CHEMBL3109079,-8.71,-8.672,-8.5920324
O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,c1ccc(Cc2ccccc2)cc1,92000,nM,4.036212173,2.08,4,4,288.25,0,115.06,21,CHEMBL1157722,CHEMBL115145,-6.15,-8.779,-7.1089697
O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccccc1,O=C(c1ccccc1)N1CC[C@@H](Cc2c[nH]c3ccccc23)C1,98000,nM,4.008773924,3.33,2,2,348.4,0,73.4,26,CHEMBL3108732,CHEMBL3109077,-6.11,-8.826,-7.3768616
Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1,c1ccn2c(CCc3nnc4ccccn34)nnc2c1,100000,nM,4,2.17,6,0,292.35,0,60.38,22,CHEMBL1147744,CHEMBL382617,-6.11,-8.272,-7.0166717
CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C)CC3)nc2)cc2c1cnn2C(C)C,O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccc(N3CCNCC3)nc2)cc2[nH]ncc12,121000,nM,3.91721463,4.31,7,2,541.7,1,99.15,40,CHEMBL2202955,CHEMBL2204997,-9.24,-9.43,-8.9843321
O=C(O)[C@@H]1[C@H](Cc2c[nH]c3ccccc23)CCN1C(=O)c1ccc2ccccc2c1,O=C(c1ccc2ccccc2c1)N1CC[C@@H](Cc2c[nH]c3ccccc23)C1,128000,nM,3.89279003,4.48,2,2,398.46,0,73.4,30,CHEMBL3108732,CHEMBL3109075,-6.79,-10.048,-8.191329
CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1,c1ccc(C2=NOCC2)cc1,150000,nM,3.823908741,1.65,5,0,249.27,0,67.97,18,CHEMBL1914404,CHEMBL1916517,-7.02,-7.245,-6.6628757
O=[N+]([O-])c1ccc(C2=NC[C@H](CN3CCCC3)O2)cc1,c1ccc(C2=NC[C@H](CN3CCCC3)O2)cc1,150000,nM,3.823908741,1.84,5,0,275.31,0,67.97,20,CHEMBL3414469,CHEMBL403716,-7.49,-8.161,-6.9609537
Cc1cc(Nc2ccc(NC(=O)c3ccc(N)cc3)cc2)nc(N)n1,O=C(Nc1ccc(Nc2ccncn2)cc1)c1ccccc1,173000,nM,3.761953897,2.95,6,4,334.38,0,118.95,25,CHEMBL3124813,CHEMBL3126654,-8.93,-9.414,-7.9275308
Cc1cc(Nc2ccccc2NC(=O)c2cccc(Nc3ccnc4ccccc34)c2)nc(N)n1,O=C(Nc1ccccc1Nc1ccncn1)c1cccc(Nc2ccnc3ccccc23)c1,174000,nM,3.759450752,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,CHEMBL3126647,-10.26,-11.396,-8.8091784
O=C(O)COc1ccc(C(=O)c2cc(Br)ccc2OCC(=O)O)cc1,O=C(c1ccccc1)c1ccccc1,212000,nM,3.673664139,2.61,5,2,409.19,0,110.13,25,CHEMBL1157722,CHEMBL597113,-6.12,-8.216,-7.464776
O=C(O)[C@H](Cc1csc2ccccc12)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1CCc1csc2ccccc12,230000,nM,3.638272164,3.19,4,1,351.38,0,74.68,25,CHEMBL3108732,CHEMBL3109080,-6.12,-8.976,-7.1248951
CC(C)(C)c1ccc(NC(=O)c2ncn(CC(=O)NCCn3ccc4c(N)ncnc43)n2)cc1,O=C(Cn1cnc(C(=O)Nc2ccccc2)n1)NCCn1ccc2cncnc21,248000,nM,3.605548319,1.97,9,3,461.53,0,145.64,34,CHEMBL4680176,CHEMBL4765125,-8.86,-9.735,-8.6485014
Cc1cc(Nc2ccc(NC(=O)c3cccc(Nc4ccnc5ccccc45)c3)cc2)nc(N)n1,O=C(Nc1ccc(Nc2ccncn2)cc1)c1cccc(Nc2ccnc3ccccc23)c1,265000,nM,3.576754126,5.65,7,4,461.53,1,117.85,35,CHEMBL3124813,CHEMBL3126645,-9.15,-10.899,-8.4315042
CN(C)CC1CC(c2ccc(N)cc2)=NO1,c1ccc(C2=NOCC2)cc1,270000,nM,3.568636236,1.32,4,1,219.29,0,50.85,16,CHEMBL1914404,CHEMBL1916669,-6.24,-7.312,-6.1509838
CN1CC2ON=C(Cc3ccc([N+](=O)[O-])cc3)C2C1,c1ccc(CC2=NOC3CNCC23)cc1,310000,nM,3.508638306,1.45,5,0,261.28,0,67.97,19,CHEMBL1914404,CHEMBL1916683,-6.77,-8.461,-6.6287794
O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1CCc1c[nH]c2ccccc12,390000,nM,3.408935393,2.46,3,2,334.33,0,90.47,25,CHEMBL3108732,CHEMBL1564869,-5.91,-9.021,-7.0345788
CN1CC2ON=C(c3ccc(N)cc3)C2C1,c1ccc(C2=NOC3CNCC23)cc1,570000,nM,3.244125144,0.93,4,1,217.27,0,50.85,16,CHEMBL1914404,CHEMBL1916680,-5.52,-7.28,-5.772222
COc1ccc(CC2=NOC3CN(C)CC23)cc1,c1ccc(CC2=NOC3CNCC23)cc1,1130000,nM,2.946921557,1.55,4,0,246.31,0,34.06,18,CHEMBL1914404,CHEMBL1916684,-5.62,-6.828,-6.6784039
CN(C)CC1CC(Cc2ccc([N+](=O)[O-])cc2)=NO1,c1ccc(CC2=NOCC2)cc1,1600000,nM,2.795880017,1.84,5,0,263.3,0,67.97,19,CHEMBL1914404,CHEMBL1916672,-7.33,-7.622,-6.7567539
